600000,0.635,0.635,0.635,0.635,0
1200000,0.63,0.63,0.63,0.63,0
1800000,0.625,0.625,0.625,0.625,0
2400000,0.625,0.625,0.625,0.625,0
3000000,0.635,0.635,0.635,0.635,0
3600000,0.635,0.635,0.635,0.635,0
4200000,0.635,0.635,0.635,0.635,0
4800000,0.635,0.635,0.635,0.635,0
5400000,0.635,0.635,0.635,0.635,0
6000000,0.625,0.625,0.625,0.625,0
6600000,0.625,0.625,0.625,0.625,0
7200000,0.63,0.63,0.63,0.63,0
7800000,0.625,0.625,0.625,0.625,0
8400000,0.625,0.625,0.625,0.625,0
9000000,0.61,0.61,0.61,0.61,0
9600000,0.61,0.61,0.61,0.61,0
10200000,0.615,0.615,0.615,0.615,0
10800000,0.625,0.625,0.625,0.625,0
12000000,0.62,0.62,0.62,0.62,0
12600000,0.615,0.615,0.615,0.615,0
13200000,0.62,0.62,0.62,0.62,0
13800000,0.62,0.62,0.62,0.62,0
14400000,0.615,0.615,0.615,0.615,0
15000000,0.615,0.615,0.615,0.615,0
15600000,0.615,0.615,0.615,0.615,0
16200000,0.615,0.615,0.615,0.615,0
16800000,0.615,0.615,0.615,0.615,0
17400000,0.605,0.605,0.605,0.605,0
18000000,0.605,0.605,0.605,0.605,0
18600000,0.605,0.605,0.605,0.605,0
19200000,0.62,0.62,0.62,0.62,0
19800000,0.615,0.615,0.615,0.615,0
20400000,0.605,0.605,0.605,0.605,0
21000000,0.595,0.595,0.595,0.595,0
22200000,0.595,0.595,0.595,0.595,0
22800000,0.595,0.595,0.595,0.595,0
24000000,0.595,0.595,0.595,0.595,0
24600000,0.595,0.595,0.595,0.595,0
25200000,0.595,0.595,0.595,0.595,0
25800000,0.595,0.595,0.595,0.595,0
26400000,0.6,0.6,0.6,0.6,0
